"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","GENDER","EVENT","EVENT_TYPE"
"chatcmpl-8Pts4cIUTToBTJrQPS7YeEHvY5qNN",2,1,2,1,3,2,1,2,2,2,2,3,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,2,3,1,2,2,2,1,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8Pttknw6ZVbkcHwHuLFdDJo6EtMYR",3,2,4,2,3,2,2,4,3,3,3,4,3,2,2,4,4,3,2,3,3,3,2,4,2,4,3,4,4,3,3,3,4,4,3,4,3,4,3,4,2,3,"F",1,"="
"chatcmpl-8PtvXq8n04ZrXQtbEVrZFnbAYLqJn",2,1,1,1,2,2,1,3,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PtxHC2NJSqbvje6eQWnNTbgVTJkj",2,1,1,1,3,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PtykWQIJM6pxovhhxM5pSMNMY5ch",2,1,2,1,2,2,1,3,2,2,2,1,2,2,1,3,3,2,1,1,2,3,1,3,1,3,2,2,3,2,3,2,3,3,2,1,3,3,2,2,1,2,"F",1,"="
"chatcmpl-8Pu0dGlpKHjIXrQYlG3e7mGAOrkBt",2,1,1,1,2,2,1,3,1,1,3,2,1,1,1,1,1,3,1,1,1,2,1,1,1,1,2,1,2,1,1,3,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pu78aCYG2j4gjQPJiPWz7Owvxfig",2,1,1,1,2,3,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pu8WuIdwRIgSnfKUsQRERsGOW8fQ",1,1,2,1,3,2,1,4,2,1,2,2,2,2,1,1,1,2,1,1,1,3,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8PuBF7kprv1aqYyZ0sQYn1lSSaEjH",2,1,1,1,1,2,1,2,3,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,"F",1,"="
"chatcmpl-8PuCXShoe5dFIbW7XVwsWPyZJSi57",1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PuDkStBq9wwaOSBrW76XzMJDUoMg",2,2,3,1,2,2,1,4,3,3,2,3,3,2,1,3,3,2,2,2,3,4,1,4,2,3,3,3,4,2,3,3,3,2,2,3,3,3,3,3,2,3,"F",1,"="
"chatcmpl-8PuFfGueQLPmV888LyZvzcJtG2vvT",2,1,2,1,3,1,1,4,2,2,2,2,2,1,1,2,3,1,1,1,2,4,1,2,2,2,2,1,3,2,2,2,3,3,2,1,3,3,2,2,1,2,"F",1,"="
"chatcmpl-8PuHQ8GMqDSsKcT5oHyG444dfqY3F",2,1,1,1,2,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuLGJYax9xuN93gMsq5obJGXoo53",1,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PuNTxl0nUgyZGXWe3JVBGjj37ZJ9",2,1,1,1,2,2,1,4,2,1,2,2,1,1,1,1,1,2,1,1,1,3,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuRObj3U61kHumbFHHvwpaG8XITk",2,1,2,1,2,2,1,3,2,1,3,2,2,2,1,2,2,2,1,3,1,3,1,2,1,2,3,3,2,2,2,2,2,2,2,1,2,1,2,2,1,2,"F",1,"="
"chatcmpl-8PuVRG819sZVB3hxkFEKmsjQR3oau",2,1,1,1,3,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuX37lAqXrzetAmaEQkMckq5zCRY",2,1,2,1,3,2,1,3,1,3,2,3,2,1,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PuhLPxW3ksZxgXWy5ZQGHdbZ2O9x",2,1,2,1,3,2,1,3,3,2,2,3,2,2,1,3,2,2,1,2,2,3,1,2,1,2,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PuireM8LVL3VNoyJp3WLmY6ROjr7",2,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PukHwyFbRWAWzapKHIyILwUWrbCL",1,1,1,1,2,2,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,"F",1,"="
"chatcmpl-8Puqv04MPBlNwnmaA6bA4ldgpyWcR",2,2,2,1,2,2,1,3,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,"F",1,"="
"chatcmpl-8PustJiRKnkGo2uxntpvIO0S8VBgi",2,2,1,1,1,2,1,3,2,2,2,3,1,2,1,1,1,2,2,1,2,3,1,1,1,1,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,"F",1,"="
"chatcmpl-8Puv5YrzvZdRE3YqZNpBQV3o4vpUX",2,1,1,1,2,3,1,3,2,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PuxG6MwM1AfMSIdNa3h93P1wtDdN",1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PuyYn8HBlyetJobd5cx3ofaBT0Eu",2,1,1,1,2,3,1,2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,2,"F",1,"="
"chatcmpl-8Pv0IPg7PCvQZMF0J0JwGQ9fvcoV7",2,1,1,1,3,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,"F",1,"="
"chatcmpl-8Pv20GnP69c31sz6wg0KiTw31LsQP",2,2,2,1,2,2,1,3,2,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,2,2,2,2,3,1,2,3,3,2,3,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8Pv3sLGuRXhYpNUHSAQzfmymnl22h",2,1,2,1,2,3,1,3,2,2,2,3,3,2,1,3,2,2,2,1,2,3,1,3,1,3,2,2,2,1,3,2,3,2,2,1,2,2,2,2,1,2,"F",1,"="
"chatcmpl-8Pv5jG61lPry9fEVZQ7cVFlAjsIYW",2,1,1,1,1,1,1,3,1,1,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8Pv6j8ClJp4Bt5W4uZQCZvqXWt7jc",2,1,2,1,2,2,1,3,2,2,3,1,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pv8hzbDcLpIq2kHZ4Izhmgn9EdeY",2,1,2,1,2,2,1,3,1,1,2,3,1,2,1,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8PvA9dnPLYnTbykl37GRpFfzKEb3m",1,1,1,1,3,2,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,"F",1,"="
"chatcmpl-8PvBTo4sXm8tp94lx18FlCyNAztHD",2,2,3,1,2,2,1,3,2,2,2,3,2,1,1,2,2,2,1,2,2,3,1,2,1,2,2,2,2,2,3,2,3,2,2,2,2,2,2,2,2,2,"F",1,"="
"chatcmpl-8PvCqoNqyX9ZDwuyHpeXyHO1l378x",3,1,2,1,2,2,1,3,3,2,3,3,3,2,1,3,3,2,2,2,3,3,1,3,1,3,3,3,2,2,3,2,3,3,2,3,3,3,3,3,1,2,"F",1,"="
"chatcmpl-8PvJdiaGJUpULgY7nCCxoDYiEcHqd",2,2,2,1,3,2,1,3,1,2,3,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PvOIYjqUCM468xGlEJcKtab51ow6",1,1,3,1,2,2,1,3,1,1,2,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,1,2,2,3,2,2,1,1,2,2,3,1,2,"F",1,"="
"chatcmpl-8PvPkARq1HIdOUyaP4XITnzMBzU2q",2,1,2,1,2,1,1,2,2,2,3,2,2,1,1,2,1,2,1,1,2,2,1,3,1,2,1,2,3,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PvRaNeuDrGKaDrwO5rlbKAA9UCK8",2,1,2,1,3,3,1,3,3,2,2,3,2,2,1,2,2,2,1,2,2,3,1,2,1,2,3,3,3,3,2,3,3,2,3,3,3,3,3,2,1,2,"F",1,"="
"chatcmpl-8PvU0dInkn1oqK2ygDAu34c1SQ2pp",2,1,1,1,2,2,1,3,1,1,2,3,1,2,1,2,2,2,1,1,1,3,1,3,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PvddpvDInlK5VfjHibAYL70vXTNz",2,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PveW80ka1L3xKTV354iPUJ5hLXSr",1,2,3,1,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PvgkyGzV0ueF2hmMeoHQF1S9oNv3",1,1,1,1,2,2,1,3,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PvlTG6RxlyofLjPVgIEp44fhLvbp",2,1,1,1,2,2,1,3,2,1,2,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PvnD5xhDaZO1kcKrR1w4bC6Xt9GT",2,1,1,1,2,2,1,2,1,1,2,3,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,2,2,3,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8Pvpba5QVKIWjsiujzkDZknb3f82u",2,1,2,1,3,2,1,3,2,2,2,3,2,2,1,2,2,2,1,2,2,3,1,2,1,2,3,3,3,3,2,2,3,2,2,3,3,3,3,2,1,2,"F",1,"="
"chatcmpl-8PvrzfPtefCG2dAWmKkANPk9POOZ6",2,1,1,1,2,2,1,3,2,2,2,3,1,1,1,1,1,2,1,1,2,3,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,"F",1,"="
"chatcmpl-8PvvRj2D9eduqJdLjkpPRFoTHxPk1",2,1,1,1,2,2,2,3,2,2,2,2,2,1,1,1,1,2,1,1,2,3,1,1,1,2,2,1,3,2,1,2,3,1,2,1,2,2,2,2,1,2,"F",1,"="
"chatcmpl-8PvzvAdUaTnQElm1c7MkObyELUE8u",2,1,2,1,1,2,1,3,2,2,2,2,2,2,1,2,2,1,1,1,2,3,1,2,1,2,2,2,3,1,2,1,3,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8Pw13uLNQhh8cQZYNH0lrVYqmady6",2,1,2,1,3,2,1,3,1,2,2,1,2,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,3,2,2,1,2,1,2,1,2,2,1,2,"F",1,"="
"chatcmpl-8Pw28B2AlUHVeqUFbp8CKhiQFKZeR",2,1,2,1,3,2,1,3,2,1,2,3,2,2,1,2,2,2,1,2,1,3,1,2,1,3,2,1,2,1,2,3,2,1,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pw3YEGshR4WqI75uSsH7xzQGlwct",1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8Pw5teIQwxqafLQiq0P3adIW04oLo",2,1,1,1,3,2,1,4,2,1,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,2,3,1,2,3,1,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pw9plJayIk2Lq5QrssQp1XNsy1sB",2,1,2,1,3,2,1,3,2,2,2,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,3,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8PwBZYtdWW0gnYiPoyjNNeCnjuW5N",1,1,2,1,3,2,1,2,2,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"F",1,"="
"chatcmpl-8PwCoS8eAZp8Gh5DygvLMV2IUTOKN",1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PwH6ERwlymUNLXSW49X3JVwWOjyO",2,1,2,1,3,2,1,4,3,1,2,3,2,2,1,3,2,2,1,2,2,3,1,3,1,2,3,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,"F",1,"="
"chatcmpl-8PwJ9M49tRCjSh46z7DVPoTAco4iC",2,1,1,1,3,2,1,3,1,2,3,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,3,1,2,2,3,1,2,1,1,2,2,1,1,2,"F",1,"="
"chatcmpl-8PwLCrWQEiCpmya9Qsz1LJbCQ7e38",2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PwMnDD6uxg1SY2C2KJspJBQ9KMjT",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PwOhhd5OSCj18ZJ1BcVmJUBX2xR6",2,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PwPidvWV3uGefE93cN0xIF5434VT",2,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PwQnlfoSjHrSx4716nzfMGOGIYQQ",2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,"F",1,"="
"chatcmpl-8Px2e9Z1mAcC8FR3zUksndHngc9b2",2,1,2,1,3,2,1,3,2,2,3,2,2,2,1,2,2,2,1,1,2,3,1,3,1,2,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,"F",1,"="
"chatcmpl-8Px4E4qIvJJxF9lcxfhKNKgrti1eQ",1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,"F",1,"="
"chatcmpl-8Px5onRqr5F0TcuJMuUQIO7X7tfid",2,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,"F",1,"="
"chatcmpl-8Px7aDdigJiZpPXaPLyUwe4XQqwhM",2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxBTu1JxZMQkZiniHR1MqDM9TsRK",2,1,1,1,2,2,1,3,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,"F",1,"="
"chatcmpl-8PxCgszLmMrE7e3saMPhJlSPbf76T",2,2,2,1,2,2,1,3,2,2,1,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,1,2,3,3,2,2,1,2,2,2,2,1,2,"F",1,"="
"chatcmpl-8PxHLgfy7LEWF4iNKFvCbDOGXgyDh",2,1,1,1,3,2,1,3,1,2,2,3,2,2,1,3,2,2,1,1,2,3,1,3,1,3,2,1,2,1,2,2,3,2,2,1,2,2,2,1,1,3,"F",1,"="
"chatcmpl-8PxInpHVeOL7Hl7eynKGyXrvvEsl1",2,1,1,1,2,2,1,3,2,2,2,2,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxKs8ltCQHOlB4T7EFH5noHVLfNv",1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,"F",1,"="
"chatcmpl-8PxM2ymzuhpunFA6gEyqll4p9t46G",2,1,1,1,3,2,1,3,2,2,2,2,1,2,1,1,1,2,2,2,1,3,1,1,1,1,3,2,3,2,1,2,2,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8PxNP3rriGeVc9d0csGR1EXdFZuD7",2,1,1,1,2,2,1,3,2,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxOqGK8z0NxZpbFdZw7FJnyn1fWD",2,1,1,1,3,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,3,1,2,2,3,2,2,1,2,2,2,2,1,3,"F",1,"="
"chatcmpl-8PxQCbnH92YwevJEM1c8jIteefXMz",2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"F",1,"="
"chatcmpl-8PxRvf0cpPFYtsuKcEvabpvnEDlPc",2,1,1,1,2,2,1,3,2,2,2,3,2,1,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxXn5cJEWQGrTpAwI51QhaxgQwMr",2,1,3,1,2,2,1,2,2,2,2,2,2,2,1,3,3,2,1,1,4,2,1,3,1,3,2,1,2,2,3,3,2,3,2,1,3,3,2,2,1,2,"F",1,"="
"chatcmpl-8Pxbiz8TDCruZ0bKwFWcp3qL2BPYj",2,1,1,1,2,2,1,3,1,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8Pxcnd1snTQbLCl0Wah1vCVrAJX3P",2,1,2,1,2,2,1,3,1,2,2,1,1,1,1,1,1,2,1,1,2,3,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,1,2,"F",1,"="
"chatcmpl-8PxeJ9WPxQuY8PBqsxZnaDw2hhDHy",2,1,2,1,2,2,1,3,2,1,2,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxfyRCzKXuYJXq6Ih6iv8BJs6sRZ",2,1,2,1,3,2,1,3,2,2,2,2,2,2,1,2,2,2,1,1,1,3,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,2,1,2,"F",1,"="
"chatcmpl-8PxhgeOxJNwTCVjjOfCBpJ9UEFpsG",1,2,1,1,2,2,1,3,2,1,1,3,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,3,1,2,1,3,1,1,1,1,1,1,2,1,2,"F",1,"="
"chatcmpl-8PxjjizVrv12pPyzriU8CR0TNjBNN",2,1,1,1,2,2,1,3,2,2,2,2,1,2,1,1,1,2,1,1,2,3,1,2,2,1,2,1,2,1,2,2,3,1,2,1,2,1,1,2,1,2,"F",1,"="
"chatcmpl-8PxlTAPY0EO5FlPU64Y2L18871CuH",2,1,1,1,2,2,1,3,2,1,2,2,2,1,1,2,1,1,1,1,1,3,1,2,1,2,3,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxmYDn7BtyLd5Iq4pa3yiye6JgB8",2,1,1,1,2,2,2,3,1,1,2,3,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"F",1,"="
"chatcmpl-8PxoDSoLdqOK3ZB5aHs0XWIXRmRuG",2,1,1,1,1,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,"F",1,"="
"chatcmpl-8PyCnLiM1ORoRlW0iXdOCc2ZetNlA",1,1,2,1,2,2,1,3,1,1,2,2,2,2,1,2,1,2,1,1,1,3,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,"F",1,"="
"chatcmpl-8PyF3w9eJGIc0Csdb9JxblLcamMd1",1,2,1,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,"F",1,"="
