"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","GENDER","EVENT","EVENT_TYPE"
"chatcmpl-8OpJszbp78pPg0MuZwex2onwovIfY",2,1,1,1,2,2,1,3,2,1,3,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,1,3,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OpLLiOva9p6jYYGgzJDU216Lu9aP",2,1,1,1,3,2,1,3,2,2,2,3,2,2,1,2,1,2,1,2,2,3,1,3,1,2,2,2,3,1,2,2,3,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OpPs3soep0ywNPMwDR8AEHF3keiK",2,1,2,1,3,2,1,4,2,2,2,2,2,2,1,2,2,2,1,1,2,3,1,2,2,2,2,1,2,1,2,2,3,2,3,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OpVrNsRQH3wtBzEQykSCui72WPPM",2,1,2,1,3,2,1,3,2,1,2,3,2,2,1,1,1,2,1,1,1,3,1,2,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8OpXUAk3O213T1frkHWsnTNNVCkHw",1,2,2,1,2,2,1,3,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,2,"M",1,"="
"chatcmpl-8OpYv797CHozSPwniIGlUBjvNSErc",2,1,2,1,3,2,1,4,3,2,2,3,2,2,1,3,3,2,1,2,2,3,1,3,1,3,3,3,3,2,3,2,3,3,2,3,3,3,3,3,1,3,"M",1,"="
"chatcmpl-8OpccuoK5HZiFqZPvgrxVSCHrZFdx",2,2,2,1,2,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OpeVZubxfauaZbQQiHNAuDYjuHkQ",2,1,2,1,2,2,1,3,2,2,2,3,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8OpfRWZy4ShzTgUMcNJ50aIJcDOQN",2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8Oph2yu7Ur3XQ3fTKYnI8BzaHvi4r",3,1,2,1,3,2,1,3,2,3,3,2,3,2,1,3,2,2,1,2,3,3,1,3,1,3,2,3,2,2,3,2,3,2,2,1,3,3,2,2,1,2,"M",1,"="
"chatcmpl-8OpiNxNLF7gFUY7GYrtuZ53GkRakX",2,1,1,1,2,2,1,3,2,1,2,3,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,3,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8OpkQm2iT7ZnZ3aYPJVNbAV2UwUgh",2,1,2,1,3,2,1,4,2,2,2,3,2,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8Oploh4V0Rw2CvKta6DPmBPgaYqpy",2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OpnnZPHFdnMiZcHW6tuF9CGnBwMC",2,1,2,1,2,2,1,3,2,3,2,3,2,2,1,2,2,2,1,1,2,3,1,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8Opq3f2uDvh4ffB1kenwakY2AWkuy",2,1,1,1,2,2,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8OprTuqOSdVp18VERdDUAEi22zxbY",2,1,3,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,2,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OpstzPra4abOEgr5106TTqNedeiZ",2,1,2,1,2,2,1,3,1,2,3,2,1,2,1,2,1,2,1,1,2,3,1,2,1,1,3,2,3,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8OpuV7WTe0PFMXAR2ERuoE0vZ9cH8",2,1,1,1,2,2,1,3,1,2,2,3,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8Opwtca5x9O8V4702q77PutlXaVCw",1,1,2,1,2,2,1,3,2,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,"M",1,"="
"chatcmpl-8Opz1bKU8p6Bv6SA5UBEZZHplHuFk",2,1,3,1,2,2,1,3,2,2,3,3,2,2,1,3,3,2,1,2,2,3,1,3,1,3,3,2,3,2,3,2,3,3,2,2,3,3,2,2,1,2,"M",1,"="
"chatcmpl-8Oq5JRDidcq7HeWAMiKbfFEFYmgBh",2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,2,3,1,1,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Oq7ClmSicbKdcPQE8peRod8kavd2",1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8Oq8BQq0SEsRv2EzTgAnc9ZleaZFx",2,1,1,1,2,2,1,3,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,1,3,1,1,2,3,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Oq9KDqmkDL15lWftOSoj7RcWmx4N",2,1,1,1,2,2,1,3,2,1,2,3,2,3,1,2,1,2,1,1,1,2,1,2,1,2,2,2,3,2,2,2,3,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8OqB4DvsOLJnNi9MN3YQQ10CJInpZ",1,2,1,1,2,2,1,2,2,1,2,3,2,2,1,1,1,2,1,1,1,3,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OqGrj7d7ORH99G1cKM1OYmbZVwoV",2,1,1,1,2,2,1,3,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8OqKqZyhr7o0tzlq2nmkyjBdViPer",3,2,3,2,2,3,2,4,3,3,2,3,3,2,2,3,3,2,2,3,3,3,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,"M",1,"="
"chatcmpl-8OqMR2kneQ28ySDRNikTiLtI3ST3I",2,1,1,1,2,2,1,3,2,2,2,2,2,2,1,2,2,2,1,2,2,3,1,2,1,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OqOYtJOryX1zAtIXe6dOsAQ6IFcv",2,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8OqVXBdPJl20QRqHVNECPdFoeSNOh",2,1,2,1,2,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8OqXAMByWtF80qogqa07CVm7RySXA",1,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8OqZ2yKSStsxP30dZ9bW7JhXmQIDD",2,1,1,1,3,2,1,4,2,2,2,3,1,2,1,2,1,2,1,1,2,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8OqasoMGo7kKheg3IiVRX59xIC2aw",1,1,1,1,2,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,"M",1,"="
"chatcmpl-8OqbzrfNjD9tEsNEXh2kx2WovKC8p",2,1,1,1,3,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OqtMWuPORCwEp2yK1gWkLjUCwsKz",1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,"M",1,"="
"chatcmpl-8OqvYD3uAte18Vgqwi7yPHV0D7XOz",2,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OqzCina8JVKL47FHNWwxg59zsMYZ",2,1,2,1,1,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Or0mFx1cszhvjuAxEP1AqK6ZClLG",2,1,1,1,2,2,1,3,2,1,2,1,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8Or1s8hSY5JDk6aCRpl0gBjzS73VZ",1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8Or3OuRbSOV5xzAH2GLhKyNzm4Gk7",2,1,2,1,3,2,1,3,2,1,2,2,1,2,1,2,1,2,1,1,1,3,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Or57oVqTUxKan26AVnD59iZXNXfl",1,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8Or73KY82223hrM4KxDQ8nxG2oXEK",1,2,2,1,3,2,1,3,3,3,2,2,2,2,1,2,2,1,1,1,1,3,1,2,1,2,2,2,3,2,2,2,3,2,3,1,2,3,2,2,1,2,"M",1,"="
"chatcmpl-8Or8mQ1DA1lGsggr7o1YZgYGJ7Abd",2,1,2,1,2,3,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,3,2,2,2,2,1,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OrAygkJcZmwvfnL5cf7rTQAsHQR6",2,1,2,1,2,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8OrElBhGj28Gw67drriafOsNH9Wnp",2,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,2,3,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,"M",1,"="
"chatcmpl-8OrH4phfbu2rTiREblpXrpQ1qdqpB",2,1,1,1,2,2,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,"M",1,"="
"chatcmpl-8OrNznWItqGodEJKG6X3YWG6qfMzF",2,1,2,1,2,2,1,3,2,2,2,3,2,2,1,2,2,2,1,2,2,3,1,2,1,3,2,3,3,2,3,2,3,2,2,3,2,3,2,2,1,2,"M",1,"="
"chatcmpl-8OrTMewUsV9BN7fvtiQw7GD5LfJv8",2,1,2,1,3,2,1,3,2,2,2,3,2,2,1,2,2,2,1,1,1,3,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OrUXsB30zvLNOjlmnedfOoegzBkj",2,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8OrWGYPlWfOL7Pex7dzwmo8KUQggN",2,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8OrYQdSVhmm4LVhMB3OjeYyrSD5Dp",2,1,2,1,2,1,1,3,2,2,2,3,2,1,1,3,2,1,1,1,2,2,1,3,1,3,2,1,2,2,2,2,3,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OraHchi5XIJ4RxEACqH0gxHERf7w",2,1,2,1,2,2,1,3,2,2,2,3,1,2,1,2,1,2,1,1,1,3,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8Orlat7z97XeGdF875AJyGnkkj2IB",2,1,1,1,2,2,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OrnYxpmfJ5SI58GRIpUJLThYfn10",2,1,1,1,2,2,1,3,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,"M",1,"="
"chatcmpl-8OrpoLJnckGJr7V1Q4BWR4ROf2YMu",2,1,2,1,1,2,1,3,2,2,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8Oru6Bi3TzG1BfvXskjKJxMSVRyIg",2,1,1,1,2,1,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,"M",1,"="
"chatcmpl-8OrvSH635Dm6YrBcAUGcvH6uiNL2C",2,1,1,1,2,2,1,3,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Orz9PLCUST3HUq5ojT8Jv9zivMaZ",1,1,2,1,3,2,1,2,2,1,2,3,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8Os11RxTfrgesqXcbuG3zZ1xO1rjw",2,1,2,1,2,2,1,3,2,1,2,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8Os2GDfIi9Ykqb9QJ9VNKxTk9fTOh",2,1,2,1,3,2,1,2,2,1,2,3,2,2,1,2,2,2,1,1,1,3,1,2,1,2,2,2,3,2,2,2,3,2,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8Os4YJjgV8Oi960yJPyDa4H9GqFpP",2,1,2,1,3,2,1,3,2,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,2,1,3,2,3,2,2,1,2,2,2,1,1,2,"M",1,"="
"chatcmpl-8Os5XYrnJsH1eV6PtG5vOqzvt7yfu",2,1,1,1,3,2,1,3,3,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8Os7Ep8ZQs8nFiWx1FKBPbnnhvEqR",2,1,2,1,2,2,1,3,2,2,3,2,2,2,1,2,2,3,1,1,2,3,1,2,1,2,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,"M",1,"="
"chatcmpl-8OsAqcfvHBDarJeiQ4SXbg4KxgXgH",1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8OsCFaDISlQtjY8wVZa7u4Jty2xBX",2,1,2,1,2,2,1,3,1,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8OsDuJiMPKx5NzGl5qv8SYE4YgOSz",2,1,2,1,3,2,1,3,2,2,2,3,2,2,1,2,2,2,1,1,2,3,1,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OsFYosBxy3ay8fG1O1NpTA60jlyZ",1,2,2,1,2,2,1,3,2,2,1,2,2,1,1,2,1,2,1,1,1,3,1,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,"M",1,"="
"chatcmpl-8OsHjHYrsEYkmtzFBQfyDIrSy5b2G",3,2,3,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,2,2,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,2,"M",1,"="
"chatcmpl-8OsJiKiMtJCWKlm5ysRxbO4l3OiVY",2,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OsRjppiaT7HbsSEMJSdPDCOrHVfs",2,1,2,1,2,2,1,3,2,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OsTeFo6wYk2mplO0D9HKcUGN9uoh",1,1,2,1,2,2,1,3,1,1,2,2,1,2,1,2,1,2,1,1,1,3,1,2,1,2,2,2,2,1,2,3,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8OsVwPQlrBDK5kcIl9dTmBfZduMsv",2,1,1,1,2,2,1,2,1,2,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8OsXFsnpR14QZ0qHsVRWn9MfJ9qCd",2,1,1,1,3,2,1,2,2,1,2,3,2,3,1,2,1,2,1,1,1,3,1,3,1,2,2,1,3,2,2,1,3,1,1,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Osaj1oxGxXwBHCJgKyRt3weEWyCo",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8OseR726mwVUOOJbYwsgYqIuRmayQ",1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,"M",1,"="
"chatcmpl-8OsgcEscPvRziUnX5MlmIMqA42yOn",3,2,4,2,2,2,2,3,3,3,2,3,3,2,1,3,4,3,2,2,3,3,2,4,2,4,4,3,3,3,4,3,3,4,3,4,3,4,3,3,2,2,"M",1,"="
"chatcmpl-8Osih3HQpb9yy7t7sevGpniIr81XN",2,1,1,1,2,2,1,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8Osl3n0IFD2aDGDNYzdsX5qq5p1ME",2,1,2,1,3,2,1,3,1,2,2,3,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,2,3,1,2,2,3,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8Osn0OCU7XXkbt6Epmztgh9j4Ze3P",2,1,2,1,2,2,1,3,2,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8OspHRcpqWxxBNgpZx0Ly0MLO0jmg",1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"M",1,"="
"chatcmpl-8OsqoHFNezDWhbuB9MU4tvDEUWhOM",2,1,2,1,1,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,3,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,2,2,1,1,2,"M",1,"="
"chatcmpl-8OssHbpbtGC7EI5akA9LjNSg5oN0a",2,1,2,1,2,2,1,3,2,2,2,3,2,2,1,2,3,2,1,2,2,3,1,2,1,2,2,2,3,1,2,3,2,2,2,2,2,2,2,3,1,2,"M",1,"="
"chatcmpl-8Ot3ZCb9gvNQGCJMWvMBwFY9p49EF",2,1,2,1,3,2,1,3,2,2,3,3,2,2,1,2,1,2,1,1,1,3,1,2,1,2,2,1,3,1,2,2,3,2,2,1,2,2,3,2,1,3,"M",1,"="
"chatcmpl-8OtC5ezLSHJrcZ4KRrmx3HiU9chOT",2,1,1,1,2,2,1,3,1,1,2,3,2,2,1,1,2,1,1,1,1,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OtDBclYguhtiE6prEYQgz20tBxZp",2,1,1,1,3,2,1,3,1,2,2,3,1,2,1,1,1,2,1,1,1,3,1,2,1,1,2,1,3,1,1,2,2,1,3,1,1,1,2,1,1,3,"M",1,"="
"chatcmpl-8OtFI1r7A0t5nsDYFS57fdNNIhuEQ",1,1,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,3,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8OtIwj04Q9mqQpZh9HMJaM83gn3uV",2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8OtKTDayppCtFYqCeO5hoBoOh2x4v",2,1,2,1,2,2,1,3,2,2,2,3,2,2,1,2,1,3,1,1,2,3,1,2,1,2,3,2,3,2,2,2,3,1,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8OtQANlYc038cWfJJqb4Q7cS0MTgT",2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8WC1EYSZ4RCmpRgzLwSRI01pB2aFU",2,1,1,1,3,2,1,3,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,3,1,3,1,1,1,2,1,1,2,"M",1,"="
"chatcmpl-8WC1mS75H0mE6FbUkV0jagr2jotCh",2,1,1,1,3,2,1,3,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,"M",1,"="
"chatcmpl-8WC2UMzG77fB150DVIakgB0PypZ9m",2,1,1,1,2,2,1,3,1,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,"M",1,"="
"chatcmpl-8WC32of760qGR0sQuTy0qfZQ0Alet",2,1,2,1,2,2,1,3,2,1,2,3,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,"M",1,"="
"chatcmpl-8WC3cMQz8jmUxP5mqolL9duAKY8lD",1,2,2,1,2,2,1,3,2,2,2,2,2,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,1,2,"M",1,"="
"chatcmpl-8WC4Q5YMrmagbvXx8s7gAVEOFhuRI",1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,"M",1,"="
"chatcmpl-8WC5CUjkTvo3WBFYzZdGAAn6oKROF",1,1,2,1,2,2,1,3,2,2,2,2,1,2,1,2,1,2,1,1,2,3,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,"M",1,"="
